Iteración,Casilla_1,Casilla_2,Casilla_3,Casilla_4,Casilla_5,Casilla_6,Casilla_7,Casilla_8,Casilla_9,Casilla_10,Casilla_11,Casilla_12,Casilla_13,Casilla_14,Casilla_15,Casilla_16,Casilla_17,Casilla_18,Casilla_19,Casilla_20,Casilla_21,Casilla_22,Casilla_23,Casilla_24,Casilla_25,Casilla_26,Casilla_27,Casilla_28,Casilla_29,Casilla_30,Casilla_31,Casilla_32,Casilla_33,Casilla_34,Casilla_35,Casilla_36,Casilla_37,Casilla_38,Casilla_39,Casilla_40,Casilla_41,Casilla_42,Casilla_43,Casilla_44,Casilla_45,Casilla_46,Casilla_47,Casilla_48,Casilla_49,Casilla_50
20,0.04855919988427221,0.0,0.008093599554918389,0.009442691346176044,0.011016644010966877,0.0,0.01285292774766576,0.006901656011872374,0.00805193227089384,0.029891197290966877,0.04020422518561558,0.01631741101383114,0.0,0.016894576099183732,0.0489445799846537,0.0,0.04892748687388628,0.0,0.0,0.01912691517610529,0.01949910276203107,0.036389421599754744,0.0,0.025356459972254393,0.03241181065092363,0.022132830152550707,0.02263410692723023,0.02315668860018266,0.02095046169612391,0.043568762405583925,0.02747615327234757,0.026652122572829617,0.027404168781625278,0.028198033299657074,0.029037285791478365,0.0,0.04849844420766538,0.026627761942300085,0.026624508718172693,0.0,0.0,0.01695838414789948,0.03882235236760151,0.018173832313655037,0.02011938241239891,0.0,0.03136229698481868,0.06272058596990615,0.0,0.0
21,0.04856035527334206,0.0,0.008093199980712035,0.0094421332398651,0.01101591513089444,0.0,0.012852022466055588,0.006900977109954512,0.00805125311193324,0.02989165089318829,0.04020274727140255,0.01631698975116907,0.0,0.0168944036288633,0.048949311330668835,0.0,0.04892654038861073,0.0,0.0,0.019127773826287286,0.019499830339107543,0.036390250911939856,0.0,0.02535459572237077,0.03240764179195007,0.022130618360178187,0.022631604189585756,0.023154104883785616,0.020948649383856936,0.04356816682616487,0.02747577673876584,0.02665316717566983,0.027406382579049652,0.028201392888115493,0.029041617004694563,0.0,0.04850329221536483,0.02663167577554262,0.026627615670454362,0.0,0.0,0.016958452478023026,0.038821408089480536,0.018172167862662292,0.020116409993287933,0.0,0.03136014036600183,0.0627197653509997,0.0,0.0
22,0.04856234618785393,0.0,0.008093392545557009,0.009442259209009015,0.011015948082319864,0.0,0.012851933937468937,0.006900545136254527,0.008050707987913613,0.0298915910263358,0.040202761575218925,0.016316441808755695,0.0,0.01689393635627461,0.048950591311502784,0.0,0.04892555727408934,0.0,0.0,0.019128375891357144,0.019500604257594475,0.03639305753667699,0.0,0.025354909783691384,0.03240681487052654,0.02213001543194259,0.022630489520924404,0.02315245182933744,0.02094642749131173,0.04356624494664503,0.02747346423925357,0.026651486730389536,0.027405244866304808,0.028201041264548792,0.029042255931937103,0.0,0.048505573210264566,0.026634308643815725,0.026630726743794526,0.0,0.0,0.016960430610226968,0.03882277945718134,0.018173192002250087,0.020116009015651356,0.0,0.03135814325357654,0.0627179400322424,0.0,0.0
23,0.04856319834968018,0.0,0.008093724364642322,0.009442623122235157,0.011016332990403326,0.0,0.012852324337456636,0.0069005889623924704,0.00805067981843489,0.029891320183931393,0.04020344455297743,0.016316256610531966,0.0,0.016893674589079758,0.048949196122262915,0.0,0.04892529913544229,0.0,0.0,0.019128347490311122,0.019500754079491544,0.03639456699214215,0.0,0.025355997285061403,0.032408226425771625,0.022130627056641088,0.02263090031340533,0.02315254785729365,0.020945780239403723,0.0435651989782668,0.02747207401511462,0.026649848909902463,0.02740342745964362,0.02819922001720702,0.029040651589742245,0.0,0.04850480251842027,0.026634267000574134,0.026631403986145163,0.0,0.0,0.016961768099645804,0.03882417011334154,0.018174707575836425,0.020117189638184044,0.0,0.03135780680767323,0.06271705241130932,0.0,0.0
24,0.048562850257515305,0.0,0.008093866391613363,0.009442820452387084,0.01101659097275961,0.0,0.012852646471160165,0.006900834135789572,0.008050932296188317,0.029891162614706562,0.04020390205661433,0.01631639297586547,0.0,0.016893715021378024,0.04894763278747203,0.0,0.04892558307019944,0.0,0.0,0.019128028307797494,0.019500473791336053,0.03639425430002112,0.0,0.0253565912314843,0.032409583545669,0.022131315378796305,0.022631695306517968,0.023153386345503596,0.02094638315636218,0.04356537483739363,0.0274722134784637,0.026649521410020867,0.027402725052231097,0.028198146243270814,0.02903925826992304,0.0,0.04850318567506557,0.026632991749152603,0.02663039476426455,0.0,0.0,0.016961745584189926,0.038824476011751693,0.018175268199951106,0.02011820656885883,0.0,0.03135854264167125,0.06271730864665305,0.0,0.0
25,0.048562217126468465,0.0,0.008093808376252551,0.009442786108188111,0.011016589516919292,0.0,0.012852688012379227,0.006900987381320037,0.008051126403951631,0.029891191363866615,0.04020389270291227,0.016316579595743157,0.0,0.016893870679860708,0.04894722404267598,0.0,0.04892590748503596,0.0,0.0,0.019127821813174913,0.019500207360911494,0.03639331927128979,0.0,0.025356480745571675,0.03240984066589842,0.022131488529384662,0.02263203637455113,0.02315390662708145,0.020947095301328527,0.043565980973897134,0.02747295642837378,0.026650061417172896,0.027403095755710323,0.028198267379995846,0.02903906069629038,0.0,0.04850244498499099,0.026632139441751898,0.02662938449827385,0.0,0.0,0.01696109536474712,0.038824031387166176,0.018174934684893125,0.020118348521502682,0.0,0.03135922071496088,0.06271791226550583,0.0,0.0
26,0.04856195219802758,0.0,0.008093702854411411,0.00944267091712017,0.011016468601818189,0.0,0.012852566854638071,0.00690097866895653,0.00805114323250987,0.029891293204345682,0.04020367595588624,0.01631664764407163,0.0,0.016893962907965618,0.04894768056629578,0.0,0.048926002432536794,0.0,0.0,0.019127833701262108,0.019500158890147806,0.036392827713404914,0.0,0.025356124928867435,0.03240937319154283,0.02213127830947438,0.022631889428842672,0.023153860931115947,0.020947292157081222,0.04356630840856475,0.027473391412023554,0.02665057737243611,0.02740367285373415,0.028198849417260682,0.02903957620941308,0.0,0.04850270001043365,0.026632155039026738,0.026629168043123236,0.0,0.0,0.01696066148750279,0.03882358829165613,0.01817444178198984,0.020117965742763824,0.0,0.03135934535053196,0.06271821328921555,0.0,0.0
27,0.048562069147293094,0.0,0.008093658699671262,0.009442609175406498,0.011016387661593192,0.0,0.012852465761896224,0.0069009015379979735,0.008051064649490729,0.029891353637652107,0.04020353758294126,0.016316609652722733,0.0,0.01689395645096166,0.04894818310303523,0.0,0.04892592025506276,0.0,0.0,0.019127940984466366,0.01950025278334911,0.03639293238765723,0.0,0.025355935812698696,0.03240893375626581,0.02213105307087085,0.022631627172239557,0.023153582262022035,0.020947087798307208,0.04356624414228711,0.0274733337377703,0.02665067010785042,0.027403886618344045,0.028199183855825958,0.029040015270183413,0.0,0.04850322125723875,0.026632562643879608,0.02662949225497805,0.0,0.0,0.0169606705154306,0.03882349835674907,0.01817426214355148,0.0201176375578393,0.0,0.03135911555925141,0.06271814263521779,0.0,0.0
28,0.04856227219632762,0.0,0.008093678191215516,0.009442621307827392,0.011016389503728475,0.0,0.012852454113994008,0.006900853549761195,0.00805100380609419,0.029891349708027832,0.040203548134409794,0.016316553861663047,0.0,0.0168939111768008,0.048948309284338284,0.0,0.048925823840378316,0.0,0.0,0.01912800996817661,0.019500340723760723,0.03639323424152634,0.0,0.025355975139906124,0.03240885509029031,0.0221309992874062,0.022631517968473614,0.023153413699955355,0.020946855345682823,0.0435660466135773,0.027473088033665424,0.026650488030582842,0.027403757536746107,0.02819913411109685,0.029040067710064173,0.0,0.04850345500288118,0.02663282951824043,0.02662981160757863,0.0,0.0,0.0169608793593494,0.038823646582371335,0.01817437062850622,0.02011759347142475,0.0,0.031358902541887446,0.06271795911228217,0.0,0.0
29,0.0485623539506603,0.0,0.00809371203272127,0.009442658397923855,0.011016428615895087,0.0,0.012852493533183166,0.006900857186127565,0.008050999444421097,0.029891320074097616,0.040203621941962545,0.01631653488538117,0.0,0.016893884843326008,0.04894815812045472,0.0,0.04892579913228064,0.0,0.0,0.019128007383586235,0.01950035718214887,0.036393389728513345,0.0,0.025356091022093775,0.032409008352503585,0.02213106919394335,0.022631567413814946,0.023153430287933763,0.020946793531005266,0.043565943472205305,0.0274729480008976,0.026650320158126788,0.02740356828198956,0.028198941543368307,0.02903989494522522,0.0,0.04850336793123252,0.026632817065228524,0.026629873979838122,0.0,0.0,0.01696101602145004,0.03882378977699995,0.018174527844589963,0.02011771694153839,0.0,0.03135886627788567,0.06271787150544464,0.0,0.0
30,0.04856231300572522,0.0,0.008093725658443383,0.009442677663896927,0.011016454063550903,0.0,0.012852525499533416,0.006900882096620563,0.008051024960975156,0.029891302359832214,0.04020366770515232,0.016316548696631995,0.0,0.01689388892199833,0.04894799626516687,0.0,0.048925828689597176,0.0,0.0,0.019127973682676894,0.01950032743938693,0.03639335293659002,0.0,0.02535615121524149,0.032409149316820096,0.022131142278140968,0.022631652579867153,0.0231535209518115,0.020946861045048233,0.04356596698289268,0.0274729687085677,0.026650291983300038,0.02740350047733061,0.02819883395535971,0.029039752497932135,0.0,0.04850319879913825,0.02663268214332373,0.02662976496117402,0.0,0.0,0.016961009829383193,0.03882381701048706,0.018174582807252773,0.020117820760736076,0.0,0.031358941569705895,0.06271790048070709,0.0,0.0
31,0.04856224632922161,0.0,0.008093718834287536,0.009442673110694766,0.011016452721344255,0.0,0.012852528398602738,0.006900897147570771,0.008051044163674198,0.029891304476328553,0.04020366412241475,0.01631656710368561,0.0,0.01689390430320204,0.048947957874995486,0.0,0.04892586070297307,0.0,0.0,0.01912795231279373,0.01950029977290682,0.03639325470220485,0.0,0.02535613740837838,0.032409172613625734,0.02213115909845257,0.022631687197696582,0.023153574721109953,0.020946936056980198,0.04356603187728196,0.027473048859096773,0.026650352091054708,0.027403543708581217,0.02819885169149179,0.02903973719208316,0.0,0.04850312526187865,0.02663259628551012,0.02662966131218074,0.0,0.0,0.01696094098393933,0.03882376784196081,0.018174545657394667,0.020117832561505518,0.0,0.0313590091861628,0.06271796231673223,0.0,0.0
32,0.048562220244156615,0.0,0.008093707721536935,0.009442660860584857,0.011016439712367317,0.0,0.012852515165924693,0.006900895510821549,0.008051045035416676,0.029891314254457155,0.0402036401212701,0.016316573051431835,0.0,0.016893912835612312,0.048948008264815795,0.0,0.048925868494675645,0.0,0.0,0.019127953813528432,0.01950029514846038,0.036393205473387716,0.0,0.025356099630575592,0.03240912187351402,0.022131136134984915,0.02263167059926139,0.023153568503393018,0.020946955173210532,0.04356606499623566,0.027473093594191166,0.026650406301769673,0.027403605133870027,0.028198914552350796,0.029039794047414438,0.0,0.048503155237155676,0.02663260165751492,0.02662964235659082,0.0,0.0,0.016960897143261586,0.03882372154263091,0.018174494403931832,0.020117791392830178,0.0,0.03135901910054812,0.06271799091631533,0.0,0.0
33,0.04856223394410868,0.0,0.008093703374026102,0.009442654660948924,0.0110164314710464,0.0,0.012852504756440952,0.0069008872434023,0.008051036495205891,0.029891319821941778,0.040203625475532696,0.016316568347981696,0.0,0.01689391132889955,0.048948060654003304,0.0,0.04892585860489773,0.0,0.0,0.01912796493251729,0.01950030509550331,0.036393218459223386,0.0,0.025356080495670376,0.03240907642476777,0.02213111265657769,0.022631643043487103,0.023153538951953937,0.020946932790288152,0.04356605691834053,0.02747308621343325,0.02665041483354611,0.027403626528010237,0.02819894895044501,0.029039839958604638,0.0,0.04850321035953054,0.026632645878760103,0.026629678438050974,0.0,0.0,0.016960899875210236,0.03882371325564083,0.018174477116666372,0.020117757806540886,0.0,0.03135899363071648,0.06271798120807731,0.0,0.0
